# Structural comparison of ta/userGuide.t2t against ta/userGuide-newRevisions/13611/userGuide.t2t
en 11.2. start:1576 paragraphs:5, tables:0, lists:0
ta 11.2. start:1583 paragraphs:2, tables:0, lists:0
en 11.3. start:1591 paragraphs:10, tables:0, lists:0
ta 11.3. start:1590 paragraphs:1, tables:0, lists:0
en 11.4. start:1633 paragraphs:1, tables:0, lists:0
ta 11.4. start:1595 paragraphs:2, tables:0, lists:1
en 11.5. start:1637 paragraphs:1, tables:0, lists:0
ta 11.5. start:1608 paragraphs:3, tables:0, lists:0
ta 11.6. start:1619 paragraphs:2, tables:0, lists:0
ta 11.7. start:1626 paragraphs:3, tables:0, lists:0
en 12. start:1640 paragraphs:1, tables:0, lists:0
en 12.1. start:1644 paragraphs:3, tables:0, lists:0
ta 12.1. start:1637 paragraphs:5, tables:3, lists:0
en 12.2. start:1654 paragraphs:2, tables:0, lists:0
ta 12.2. start:1698 paragraphs:3, tables:1, lists:0
en 12.3. start:1661 paragraphs:1, tables:0, lists:0
ta 12.3. start:1742 paragraphs:3, tables:1, lists:0
en 12.4. start:1666 paragraphs:2, tables:0, lists:1
ta 12.4. start:1768 paragraphs:2, tables:1, lists:0
en 12.5. start:1679 paragraphs:3, tables:0, lists:0
ta 12.5. start:1788 paragraphs:6, tables:2, lists:1
en 12.6. start:1690 paragraphs:2, tables:0, lists:0
ta 12.6. start:1824 paragraphs:2, tables:1, lists:0
en 12.7. start:1697 paragraphs:2, tables:0, lists:0
ta 12.7. start:1841 paragraphs:2, tables:1, lists:0
ta 12.8. start:1858 paragraphs:2, tables:1, lists:0
ta 12.9. start:1889 paragraphs:2, tables:1, lists:0
ta 12.10. start:1950 paragraphs:2, tables:1, lists:0
ta 12.11. start:1963 paragraphs:2, tables:1, lists:0
ta 12.12. start:1985 paragraphs:8, tables:3, lists:2
ta 12.13. start:2068 paragraphs:8, tables:4, lists:1
ta 12.14. start:2151 paragraphs:4, tables:1, lists:1
ta 12.15. start:2199 paragraphs:3, tables:1, lists:1
ta 12.16. start:2234 paragraphs:6, tables:4, lists:0
en 13. start:1705 paragraphs:1, tables:0, lists:0
en 13.1. start:1708 paragraphs:5, tables:3, lists:0
en 13.2. start:1767 paragraphs:3, tables:1, lists:0
en 13.3. start:1811 paragraphs:3, tables:1, lists:0
en 13.4. start:1837 paragraphs:2, tables:1, lists:0
en 13.5. start:1857 paragraphs:6, tables:2, lists:1
en 13.6. start:1893 paragraphs:2, tables:1, lists:0
en 13.7. start:1910 paragraphs:2, tables:1, lists:0
en 13.8. start:1927 paragraphs:2, tables:1, lists:0
en 13.9. start:1958 paragraphs:2, tables:1, lists:0
en 13.10. start:2017 paragraphs:2, tables:1, lists:0
en 13.11. start:2030 paragraphs:2, tables:1, lists:0
en 13.12. start:2052 paragraphs:8, tables:3, lists:2
en 13.13. start:2133 paragraphs:8, tables:4, lists:1
en 13.14. start:2216 paragraphs:4, tables:1, lists:1
en 13.15. start:2264 paragraphs:3, tables:1, lists:1
en 13.16. start:2299 paragraphs:3, tables:1, lists:0
ta 14. start:2303 paragraphs:0, tables:0, lists:0
en 14. start:2319 paragraphs:0, tables:0, lists:0
ta 14.1. start:2305 paragraphs:6, tables:3, lists:0
en 14.1. start:2321 paragraphs:6, tables:3, lists:0
ta 14.2. start:2346 paragraphs:2, tables:1, lists:1
en 14.2. start:2362 paragraphs:2, tables:1, lists:1
ta 15. start:2358 paragraphs:1, tables:0, lists:0
en 15. start:2374 paragraphs:1, tables:0, lists:0
ta 16. start:2363 paragraphs:1, tables:0, lists:0
ta 16.1. start:2366 paragraphs:0, tables:1, lists:0
ta 16.2. start:2396 paragraphs:0, tables:1, lists:0
ta 16.3. start:2415 paragraphs:0, tables:1, lists:0
ta 16.4. start:2436 paragraphs:0, tables:1, lists:0
ta 16.5. start:2444 paragraphs:2, tables:1, lists:0
# end of comparison
