# Structural comparison of an/userGuide.t2t against an/userGuide-newRevisions/13702/userGuide.t2t
en 14.12. start:2150 paragraphs:8, tables:3, lists:2
an 14.12. start:2143 paragraphs:8, tables:3, lists:2
en 14.13. start:2231 paragraphs:8, tables:4, lists:1
an 14.13. start:2224 paragraphs:8, tables:4, lists:1
en 14.14. start:2314 paragraphs:4, tables:1, lists:1
an 14.14. start:2307 paragraphs:4, tables:1, lists:1
en 14.15. start:2362 paragraphs:3, tables:1, lists:1
an 14.15. start:2355 paragraphs:3, tables:1, lists:1
en 14.16. start:2397 paragraphs:1, tables:1, lists:0
an 14.16. start:2390 paragraphs:1, tables:1, lists:0
en 14.17. start:2407 paragraphs:3, tables:1, lists:0
an 14.17. start:2400 paragraphs:3, tables:1, lists:0
en 15. start:2427 paragraphs:0, tables:0, lists:0
an 15. start:2420 paragraphs:0, tables:0, lists:0
en 15.1. start:2429 paragraphs:6, tables:3, lists:0
an 15.1. start:2422 paragraphs:6, tables:3, lists:0
en 15.2. start:2470 paragraphs:2, tables:1, lists:1
an 15.2. start:2463 paragraphs:2, tables:1, lists:1
en 16. start:2482 paragraphs:1, tables:0, lists:0
an 16. start:2475 paragraphs:1, tables:0, lists:0
# end of comparison
